用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,期望退休后的月开销,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,住房固定支出消费,家庭公共事业消费,家居家装消费,日用杂货消费,家庭服务消费,餐饮食品消费,日常通勤消费,私家车消费消费,长途差旅消费,服饰鞋履消费,美妆护肤消费,文娱消费,运动健身消费,兴趣爱好消费,教育培训消费,书籍文具消费,求医问药消费,保健养生消费,电子设备与通信消费,礼品礼金消费,公益慈善消费,意外杂项消费,保险消费,投资理财消费,贷款利息消费
U000452,56,女,郑州,律师,博士,未婚,23968.32,8116.32,3755.26,35839.9,31099.14,0.13,797432.91,3323954.02,57673.76,2083552.86,6262613.55,5632018.28,145934.61,344606.74,140053.92,630595.27,0.1,189912.52,7,84009.73,14521.54,1299310.56,平衡,63,737742.64,0.019,0.113,10215,一般,4,0.29,1,2,0.47,65.9,3350.81,198.97,1337.27,1002.26,1197.06,454.95,396.11,1212.05,255.27,572.16,219.21,8.77,3689.19,594.22,3664.62,158.99,930.79,235.92,1641.41,1609.97,125.62,2556.38,227.6,998.17,4461.41
U000453,28,男,广州,医生,大专,丧偶,11348.12,880.37,981.02,13209.510000000002,13459.84,-0.02,81033.21,1896067.52,349387.76,44691.55,2371180.04,2182616.87,15669.16,88469.53,84424.48,188563.16999999998,0.08,126770.9,0,110661.17,9140.32,329269.27,保守,63,4967383.5,0.027,0.062,7754,差,0,0.72,1,0,0.36,40.72,461.49,1047.88,108.17,716.71,259.91,277.46,721.0,418.34,1111.27,112.69,1037.42,44.14,143.43,709.75,1283.48,193.64,263.47,512.12,158.04,1108.18,987.7,104.38,414.4,991.2,273.57
U000454,54,男,青岛,科研人员,硕士,丧偶,17901.35,7430.79,7874.66,33206.8,32351.26,0.03,508091.45,2661134.01,494201.45,938532.08,4601958.99,3202916.41,106204.21,1192034.35,100804.02,1399042.58,0.3,57972.36,18,39120.61,3078.46,1625531.75,保守,68,3506646.05,0.037,0.077,11159,差,16,0.83,2,4,0.42,79.61,81.16,1478.05,260.94,2796.83,691.89,520.9,2895.69,81.04,795.84,727.87,528.04,3824.31,2189.73,104.06,1975.73,1180.38,3641.06,591.29,1344.85,1094.31,1059.38,959.37,362.65,2220.26,945.62
U000455,36,女,上海,制造业工人,硕士,已婚,16399.99,977.06,6620.37,23997.420000000002,25026.82,-0.04,249411.19,1782670.17,44344.28,2171697.68,4248123.32,3914081.5,33559.68,224937.91,75544.23,334041.82,0.08,24588.47,6,22390.96,8297.81,455689.5,稳健,65,2163048.33,0.012,0.079,11397,差,5,0.73,24,1,0.69,32.56,1604.13,1375.01,349.36,717.22,132.95,600.04,204.94,1065.39,587.56,414.49,244.97,5198.98,58.23,34.85,191.67,2772.3,3031.83,832.56,1659.76,188.38,2798.98,120.55,83.42,93.13,666.1
U000456,45,男,长沙,市场营销,大专,未婚,17497.58,9200.47,3550.77,30248.820000000003,33254.66,-0.1,579274.86,2530494.86,476552.72,2568469.05,6154791.489999999,5880384.07,73615.05,188650.02,12142.35,274407.42,0.04,160398.74,3,129787.7,8469.31,1057151.6,积极,55,1677235.2,0.047,0.118,12431,一般,20,0.24,15,15,0.92,46.19,521.66,4353.67,650.89,186.22,716.43,1297.91,2038.8,701.14,1028.38,355.28,1185.75,4872.98,57.44,2485.46,943.58,331.76,3538.96,754.24,460.27,228.74,320.14,2043.05,1088.4,2792.06,301.43
U000457,27,女,成都,医生,本科,离异,13742.93,13932.89,1238.15,28913.97,21615.38,0.25,97396.55,1342838.01,334747.59,365275.89,2140258.04,2017601.54,42394.69,31718.57,48543.24,122656.5,0.06,83959.94,5,19576.56,20295.21,1690079.21,平衡,68,1462434.43,0.025,0.107,11654,优,2,0.47,2,12,0.5,93.84,368.81,2094.82,1522.28,15.54,1697.83,357.5,162.17,256.66,632.32,553.26,340.99,189.04,1436.73,4617.09,1504.43,350.95,280.84,245.52,147.02,801.62,930.06,1222.72,1140.32,345.85,401.02
U000458,29,男,苏州,个体商户,博士,未婚,13805.41,13515.02,679.86,28000.29,26364.84,0.06,173361.53,2350085.15,455716.47,11632.05,2990795.1999999993,2333512.63,9137.54,565906.7,82238.33,657282.57,0.22,55957.53,4,76947.02,27551.19,1060709.89,平衡,55,3974166.04,0.047,0.082,11543,优,17,0.66,33,5,0.88,47.9,515.09,286.4,561.82,380.47,110.77,2123.9,2297.99,297.29,80.23,1608.49,284.73,598.97,79.41,307.34,1886.44,1954.85,278.0,490.42,172.7,92.33,5810.64,1277.06,935.81,1737.55,2196.13
U000459,26,男,宁波,自由职业,大专,已婚,14792.4,4776.34,1832.97,21401.71,15076.83,0.3,428426.0,816645.96,414262.79,128858.55,1788193.3,1535336.16,32137.53,141775.61,78944.0,252857.13999999998,0.14,44375.77,1,120892.2,2503.6,1422611.07,积极,69,2867951.36,0.046,0.107,9282,一般,17,0.14,12,7,0.72,71.01,2002.72,542.12,1552.89,111.39,987.74,191.95,2259.22,84.97,359.67,779.53,280.64,312.58,2126.45,274.28,458.78,27.77,914.31,517.25,256.27,8.07,443.51,6.31,0.6,474.05,103.74
U000460,56,男,西安,企业管理,硕士,离异,15980.43,17096.27,7233.61,40310.31,43458.76,-0.08,789592.14,2325125.64,252443.22,2275195.06,5642356.0600000005,4912956.98,53045.45,584011.0,92342.63,729399.08,0.13,100136.7,26,116837.0,26506.53,1048948.15,积极,61,548023.74,0.019,0.109,7788,差,0,0.57,10,13,0.38,38.31,2489.59,129.73,883.78,380.42,2039.97,2547.88,3001.55,692.62,219.73,192.62,1305.4,6853.55,577.15,697.39,249.96,2186.62,2677.21,2420.52,4640.23,1566.22,339.4,803.02,2552.51,2232.06,1779.64
U000461,30,男,成都,制造业工人,大专,已婚,17185.45,2394.02,1449.56,21029.030000000002,16986.31,0.19,1844.47,1552645.26,106850.88,183952.42,1845293.0299999998,1545685.49,87129.08,200889.45,11589.01,299607.54000000004,0.16,62245.57,1,121277.04,25254.41,1278576.95,保守,64,989852.62,0.025,0.074,13626,良,16,0.48,1,4,0.83,56.47,580.79,992.94,188.32,746.63,1530.95,320.92,994.44,849.66,40.42,573.65,91.85,2252.84,1098.55,76.54,85.5,594.38,278.53,23.4,513.73,323.19,70.17,1066.23,1623.96,930.53,1138.19
U000462,41,男,郑州,公务员,大专,离异,20442.09,8365.38,922.25,29729.72,31718.31,-0.07,493746.13,2614695.7,146974.19,1559040.73,4814456.75,3474065.43,53756.73,1120717.98,165916.61,1340391.3199999998,0.28,126095.59,10,35647.3,30219.63,857339.05,积极,56,2837026.64,0.015,0.105,8013,差,13,0.72,0,1,0.96,86.86,377.29,288.39,1786.2,3643.97,1555.96,2629.85,1255.44,604.84,684.06,96.57,39.42,1466.27,711.57,990.8,1005.89,400.62,796.71,784.7,606.39,2119.31,739.86,1141.25,2785.48,2480.76,2726.73
U000463,47,男,西安,程序员,本科,未婚,14730.47,7725.68,6849.08,29305.230000000003,18648.08,0.36,724038.11,713059.05,476393.35,2302783.91,4216274.42,3658484.03,36579.88,510800.1,10410.41,557790.39,0.13,85958.69,17,27510.58,19506.62,970772.25,激进,70,2410131.02,0.038,0.114,14084,差,19,0.27,16,8,0.5,92.6,870.94,70.86,120.93,140.67,827.48,1105.31,1632.35,2347.7,187.28,308.2,228.5,369.4,2046.01,711.55,1114.08,559.96,24.34,55.16,641.79,1054.65,201.59,1063.92,1383.51,441.31,1140.62
U000464,51,女,南京,自由职业,博士,已婚,15317.66,4748.51,8628.34,28694.51,30311.79,-0.06,596693.08,1876558.25,203728.62,635882.25,3312862.2,2268211.34,98060.61,921762.82,24827.43,1044650.86,0.32,20494.95,11,67730.08,24497.04,1211364.12,积极,56,2783297.63,0.06,0.095,9489,差,2,0.74,9,5,0.95,76.45,1508.23,1919.92,6407.91,563.41,703.92,240.76,303.49,1571.93,3310.16,667.33,263.62,446.25,807.19,456.62,353.72,1770.78,10.47,1030.3,2099.21,411.61,1229.35,1469.73,1415.14,784.93,565.82
U000465,55,男,成都,企业管理,大专,离异,20487.3,17391.6,6567.71,44446.60999999999,45119.58,-0.02,545486.92,2848104.92,373009.51,2027725.85,5794327.199999999,4373319.52,121773.5,1281303.24,17930.94,1421007.68,0.25,104442.48,9,80289.69,13365.59,768197.68,稳健,69,1616903.66,0.027,0.066,8873,差,0,0.72,9,6,0.97,87.89,236.91,162.37,215.77,1905.27,115.59,895.31,3048.88,759.69,3140.01,2981.65,614.78,2843.62,3001.52,1103.89,514.81,1605.14,5542.1,2223.91,413.71,2501.74,1214.22,1950.98,2886.16,1576.54,3665.0
U000466,34,男,厦门,程序员,高中,离异,16733.17,8156.38,6996.78,31886.329999999998,34915.89,-0.1,302705.63,1074583.22,58858.33,2291374.85,3727522.0300000003,3478607.24,114736.42,45780.5,88397.87,248914.78999999998,0.07,149855.31,4,84248.95,30039.69,456220.71,积极,62,1966001.39,0.043,0.114,11885,优,20,0.3,33,4,0.76,66.47,1687.34,288.88,3194.7,4855.73,260.34,1183.98,529.52,2482.4,2260.15,268.38,3704.09,352.84,2820.45,1079.19,703.25,304.45,324.24,1916.54,1412.97,230.13,211.33,132.66,2406.61,2199.32,106.41
U000467,65,男,南京,退休人员,大专,离异,512.01,10985.04,8489.72,19986.77,13463.51,0.33,560986.53,1524569.31,338277.09,1302436.72,3726269.6500000004,2426494.66,47886.94,1175401.27,76486.78,1299774.99,0.35,75659.22,26,94552.92,36476.73,433264.21,积极,70,4139339.63,0.015,0.11,13985,良,4,0.71,16,10,0.7,93.73,1252.81,631.62,1373.97,879.56,929.63,444.57,192.62,129.5,208.93,522.01,99.92,157.77,332.77,139.88,468.3,1352.88,726.82,578.79,460.76,352.86,108.86,1186.71,150.63,50.48,730.86
U000468,30,男,大连,市场营销,本科,未婚,14360.6,5438.03,1797.99,21596.620000000003,22186.61,-0.03,499517.98,410613.65,376166.42,489.09,1286787.1400000001,322411.94,73448.8,770847.91,120078.49,964375.2000000001,0.75,181467.8,6,9390.74,1599.38,1667420.55,平衡,67,2767546.98,0.014,0.1,7632,优,26,0.59,1,1,0.96,54.39,537.36,33.15,170.34,219.77,64.65,1235.24,2096.11,539.97,2398.85,277.28,454.82,188.79,1119.73,629.16,1097.78,1657.1,911.68,1141.47,3162.82,410.59,514.17,1461.45,1091.89,227.24,545.2
U000469,51,男,宁波,程序员,硕士,丧偶,10825.49,9062.74,7736.54,27624.77,28493.55,-0.03,422664.25,3095034.32,474711.86,1926219.65,5918630.08,5674208.5,95300.61,75448.76,73672.21,244421.58000000002,0.04,127500.58,8,2522.69,17482.99,885389.89,保守,60,2258320.85,0.013,0.117,7658,良,4,0.68,13,4,0.72,52.4,2461.58,1369.45,625.75,1086.18,2169.05,139.52,274.67,745.73,1529.26,35.2,3942.33,578.34,424.21,330.09,182.61,1494.63,2964.48,508.8,2902.55,1654.71,625.19,1068.37,544.13,779.72,56.99
U000470,45,女,深圳,教师,大专,丧偶,14057.71,15382.26,2635.46,32075.43,25616.7,0.2,392986.08,1733992.09,33579.05,585805.58,2746362.8,2182371.51,28373.3,348169.65,187448.34,563991.29,0.21,190838.65,10,53681.84,31175.47,405237.14,稳健,67,989209.79,0.037,0.065,11664,一般,0,0.26,5,3,0.36,40.62,69.39,2171.91,2228.08,345.97,499.99,839.3,1160.9,433.13,1147.73,451.99,72.99,3.24,136.34,2009.14,4162.07,711.91,919.07,203.06,1023.86,199.77,1207.88,3460.94,278.44,1849.18,30.41
U000471,25,男,杭州,市场营销,硕士,丧偶,10433.55,2867.18,689.93,13990.66,9242.68,0.34,120039.55,167256.08,333938.07,148364.08,769597.7799999999,541053.5,26459.87,9836.84,192247.57,228544.28,0.3,172911.6,2,0.0,23763.38,588033.01,激进,56,4878853.56,0.015,0.077,9109,良,1,0.29,13,8,0.88,55.89,84.91,208.18,240.77,159.27,476.2,1118.85,228.01,95.17,140.64,857.2,377.69,270.41,72.21,266.11,145.41,1277.48,959.94,39.04,323.88,113.59,235.64,933.01,334.01,181.22,103.82
U000472,57,女,北京,程序员,本科,已婚,18579.12,16679.16,6390.62,41648.9,43276.99,-0.04,778011.62,2267623.34,413661.39,307013.88,3766310.23,2760722.61,31715.2,779136.74,194735.68,1005587.6199999999,0.27,34323.92,34,51020.63,30783.63,1568789.09,激进,69,1552390.31,0.031,0.11,12628,差,17,0.29,3,5,0.68,94.73,1671.46,1077.11,418.47,694.21,5485.9,1252.74,873.64,1257.48,2575.82,709.3,335.94,1500.44,1867.16,2128.33,3646.44,791.58,133.69,5423.53,974.25,1665.74,1872.78,1349.37,392.01,2400.99,2778.6
U000473,56,男,广州,金融分析师,硕士,离异,17312.3,15712.15,5886.12,38910.57,37338.25,0.04,368672.71,2586832.18,497233.85,1360721.17,4813459.91,3908413.95,113418.07,603989.01,187638.88,905045.9600000001,0.19,47189.98,25,77741.61,29719.89,1720202.12,保守,61,2142888.39,0.01,0.092,6970,一般,2,0.63,5,5,0.46,52.7,107.58,509.0,456.77,3768.71,1878.09,1323.34,894.53,224.73,4708.55,576.74,138.75,835.32,2541.52,2678.31,13.53,2667.52,388.62,48.77,2309.68,2446.63,1112.71,1048.2,2057.91,1893.42,2709.33
U000474,43,女,上海,教师,博士,已婚,25342.33,13734.95,4049.35,43126.63,29117.82,0.32,53189.39,2051600.32,468533.55,218259.84,2791583.0999999996,2143304.11,77604.08,491088.82,79586.09,648278.99,0.23,91345.14,19,143233.68,18342.62,1068519.01,激进,63,1558486.33,0.041,0.093,10559,差,25,0.54,0,5,0.39,89.71,3297.4,5342.33,119.09,1820.3,665.81,471.22,912.53,55.35,678.65,1967.35,230.76,534.16,2695.54,537.8,426.45,558.15,704.28,960.71,1550.08,578.23,1634.65,733.25,397.12,1031.01,1215.59
U000475,65,男,北京,企业管理,博士,丧偶,19011.93,5015.43,9690.66,33718.020000000004,31161.7,0.08,283230.41,2573789.94,423067.77,1829189.92,5109278.04,4893811.95,99637.36,99025.9,16802.83,215466.09000000003,0.04,69355.87,40,81853.86,18086.48,1620518.78,平衡,70,3628761.63,0.032,0.081,7575,差,5,0.29,17,12,0.61,61.04,383.71,379.45,1278.42,21.16,1609.94,352.25,423.93,857.45,277.89,2465.52,101.94,671.35,2162.84,1092.92,395.01,623.78,1401.17,4137.26,2554.61,478.89,7218.45,4.01,32.01,1983.59,254.15
U000476,55,男,天津,教师,硕士,丧偶,19260.28,14388.17,6636.92,40285.369999999995,33465.18,0.17,518867.14,1846766.91,270988.39,2571071.3,5207693.74,4361616.8,91934.86,654696.86,99445.22,846076.94,0.16,169102.26,8,48017.44,21053.36,987814.32,激进,60,4057376.05,0.037,0.101,6250,一般,0,0.42,5,7,0.56,75.21,354.69,727.62,1718.4,1282.89,355.51,916.85,3415.48,2211.1,511.5,5283.48,1615.8,84.5,46.9,241.64,1705.29,266.02,938.7,128.28,3324.12,552.35,3128.27,3797.54,8.06,817.48,32.71
U000477,45,男,福州,程序员,博士,未婚,17120.92,612.68,1248.25,18981.85,14042.74,0.26,406327.57,2529732.01,171315.74,1123587.91,4230963.2299999995,2715813.47,35168.8,1401346.29,78634.67,1515149.76,0.36,118718.98,6,21053.12,27686.69,1222774.84,平衡,60,3372355.48,0.042,0.068,6462,差,17,0.69,8,12,0.88,44.44,49.22,203.78,1186.89,497.37,851.86,192.28,18.61,1542.71,7.3,1242.71,193.76,4.27,492.25,1659.6,1419.91,73.92,84.25,351.2,427.26,566.56,84.14,1345.73,428.93,791.01,327.2
U000478,27,女,郑州,科研人员,本科,丧偶,16084.79,13610.59,655.76,30351.14,26299.87,0.13,192596.13,2325045.68,241651.42,456976.92,3216270.15,3031937.07,35708.47,33535.87,115088.74,184333.08000000002,0.06,80730.28,4,33247.82,19518.19,686650.09,激进,66,959993.25,0.053,0.116,9563,一般,3,0.55,25,11,0.56,91.86,3875.68,894.59,2067.36,3141.2,1153.42,816.25,3.61,41.87,229.87,211.0,301.47,372.93,457.66,559.43,106.73,44.38,1148.98,790.21,602.07,1031.73,1802.79,572.17,1050.64,3147.36,1876.44
U000479,23,男,青岛,自由职业,本科,已婚,18262.88,3865.02,574.61,22702.510000000002,16592.21,0.27,4029.23,659231.57,311590.15,438875.03,1413725.98,1148147.09,85811.24,164865.72,14901.93,265578.89,0.19,166479.42,1,0.0,4433.52,398295.63,保守,65,3118896.32,0.023,0.062,7646,良,26,0.39,25,9,0.36,49.09,393.73,1906.37,349.82,1257.62,250.52,3239.03,414.56,20.68,423.21,153.72,15.81,823.49,154.49,762.56,162.82,103.48,1746.63,214.96,440.46,450.91,393.68,1178.82,537.42,247.62,949.78
U000480,51,男,大连,制造业工人,大专,丧偶,15304.36,17721.98,8175.39,41201.729999999996,34524.08,0.16,685159.08,1862062.96,119074.42,1278750.24,3945046.7,3554961.39,129437.02,68688.25,191960.04,390085.31000000006,0.1,53150.88,27,22452.97,30508.34,1604765.06,保守,60,4776740.56,0.05,0.062,7685,一般,11,0.24,12,3,0.79,64.04,901.45,3449.41,1126.43,1948.06,1216.09,2097.84,3316.74,365.64,213.29,759.02,1388.34,295.66,4.71,481.79,3979.92,1362.12,588.56,245.39,504.99,213.54,128.94,2721.61,6944.57,205.65,64.32
U000481,29,女,青岛,市场营销,博士,离异,12447.78,10535.66,1712.91,24696.350000000002,19118.88,0.23,96045.82,335281.93,165446.61,404548.94,1001323.3,260007.51,87414.31,642227.65,11673.83,741315.7899999999,0.74,64891.03,6,118844.34,12908.68,884402.98,稳健,64,4381667.08,0.017,0.102,7907,良,16,0.37,17,10,0.81,57.43,328.32,205.23,1362.27,1141.17,922.34,448.25,2194.23,3195.31,174.56,230.95,682.58,87.58,524.91,797.91,675.75,367.79,715.62,2919.12,211.15,973.6,40.61,62.9,734.58,101.47,20.69
U000482,35,女,福州,教师,大专,未婚,8994.88,19352.69,8124.18,36471.75,29689.96,0.19,215991.61,374344.5,425506.57,2647469.98,3663312.66,2381234.71,5144.99,1202432.24,74500.72,1282077.95,0.35,45914.68,10,131761.16,2218.82,472842.5,平衡,58,4096904.46,0.053,0.064,7591,一般,0,0.36,30,1,0.67,71.17,860.55,1256.78,233.99,1141.18,208.37,983.06,549.14,1097.05,5490.69,2872.77,4.44,2240.83,71.16,3163.32,342.38,497.8,99.4,123.17,1341.75,2987.24,975.83,1301.33,1484.5,315.35,47.87
U000483,34,男,成都,市场营销,博士,未婚,14284.57,12338.17,3858.26,30481.0,27737.13,0.09,458712.0,388995.43,481547.64,2071081.97,3400337.04,2475429.72,110525.07,634608.5,179773.75,924907.3200000001,0.27,157765.53,11,142418.63,19423.0,299409.37,稳健,55,1083814.52,0.052,0.119,14186,良,22,0.23,23,9,0.45,92.31,288.74,1473.79,1717.89,1498.08,199.29,733.42,100.55,962.18,399.27,1575.56,2254.89,1451.08,1088.16,936.0,3521.39,473.13,2531.52,2706.52,1038.05,674.06,1214.87,186.94,89.83,226.08,395.85
U000484,48,女,福州,律师,本科,丧偶,17160.1,12131.58,8786.64,38078.32,35130.07,0.08,488991.33,2121830.72,29492.25,2214889.35,4855203.65,3863463.77,129280.39,779385.89,83073.6,991739.88,0.2,97907.57,6,107631.69,15933.6,48450.78,稳健,60,3951207.58,0.03,0.102,10208,差,21,0.46,5,11,0.64,50.86,1881.29,267.29,2721.27,3082.51,3174.83,1807.77,449.87,75.06,836.74,813.62,1886.84,5489.78,705.81,421.17,204.58,4.79,707.75,806.52,1733.32,698.6,2469.28,983.81,1824.9,159.67,1923.03
U000485,35,女,成都,程序员,大专,已婚,12136.68,6508.68,6186.12,24831.48,21242.44,0.14,504086.72,1841906.64,226786.64,2698954.37,5271734.37,4032444.91,66455.97,1094334.38,78499.11,1239289.46,0.24,109874.82,2,107743.36,29290.69,1290840.6,激进,60,784948.71,0.044,0.072,7768,良,25,0.67,13,5,0.97,90.2,2122.75,26.63,504.89,305.84,889.48,1488.31,363.39,452.69,3263.09,1245.84,1849.96,469.69,216.85,431.62,1023.86,94.24,256.43,38.84,460.45,1428.77,20.31,914.75,2191.94,219.88,961.96
U000486,48,女,西安,教师,高中,离异,19120.75,14656.1,7994.03,41770.88,38789.42,0.07,456437.85,2177215.54,118136.03,1651976.78,4403766.2,3988734.14,34522.39,249845.74,130663.93,415032.06,0.09,140494.05,7,118402.75,29436.04,1080327.11,平衡,65,3001748.62,0.025,0.085,15925,一般,15,0.68,14,15,0.45,82.54,7198.98,588.19,232.23,352.54,2659.45,2841.69,2463.53,899.66,408.68,1909.43,1451.94,2866.46,1278.9,908.15,763.06,521.85,678.49,218.84,935.61,81.83,453.14,3016.77,864.84,2423.45,2771.73
U000487,43,男,杭州,制造业工人,本科,丧偶,18172.0,14309.82,1164.79,33646.61,35215.75,-0.05,440633.42,2671023.19,291132.9,8064.24,3410853.75,2640561.41,77661.88,660212.55,32417.91,770292.3400000001,0.23,66221.95,21,135160.89,15414.01,1054000.14,保守,70,3734440.78,0.021,0.102,5532,良,26,0.36,18,7,0.39,31.83,1881.57,4471.5,2779.76,257.71,554.9,265.41,1289.39,1746.32,534.74,1087.32,1646.36,767.04,2698.13,2070.21,93.74,1360.87,376.21,1143.26,4408.36,2962.04,726.86,483.22,374.52,1066.19,170.11
U000488,26,男,长沙,自由职业,高中,离异,13478.23,15219.94,977.89,29676.059999999998,29836.8,-0.01,384168.15,1070884.63,251730.35,431811.52,2138594.65,1818497.54,44713.73,136719.46,138663.92,320097.11,0.15,144408.9,2,100102.19,9934.73,473591.71,保守,67,4659361.6,0.05,0.115,10534,差,25,0.9,2,6,0.31,93.57,1.79,526.03,333.87,4769.22,1746.33,578.34,130.98,977.66,322.73,1033.41,2424.92,1285.81,1350.29,1046.81,3523.03,3611.58,966.37,490.54,827.24,277.55,1359.71,931.97,146.56,296.0,878.05
U000489,20,男,大连,个体商户,高中,已婚,12496.47,4360.03,1141.03,17997.53,19154.21,-0.06,46784.62,1557889.66,321455.83,83740.04,2009870.1500000001,1588231.42,83417.56,188365.51,149855.66,421638.73,0.21,0.0,0,0.0,12427.19,1307509.41,积极,61,755098.88,0.051,0.115,11543,优,18,0.43,30,2,0.45,68.58,380.81,779.26,545.48,989.88,47.73,625.27,322.8,363.11,2981.88,185.55,342.94,655.9,1828.42,495.74,1252.74,1784.8,341.3,458.78,405.53,1645.33,41.72,339.18,1046.29,766.54,527.21
U000490,38,男,上海,教师,本科,已婚,18498.42,4144.91,1180.79,23824.12,22475.51,0.06,476273.36,1334999.8,233276.41,1980548.44,4025098.01,2960396.39,6741.44,908755.97,149204.21,1064701.6199999999,0.26,17847.32,3,57387.31,3281.47,1826570.56,积极,56,1044305.56,0.046,0.087,10466,差,23,0.37,33,14,0.95,42.87,186.93,478.42,591.51,1965.5,256.66,1718.47,877.64,17.45,1095.16,30.74,5048.46,1749.94,299.67,252.73,407.92,373.91,395.51,325.35,824.2,152.38,1588.57,1421.09,549.59,1626.62,241.07
U000491,34,女,天津,程序员,硕士,未婚,14912.69,13206.74,4553.43,32672.86,33928.68,-0.04,519205.9,2096951.64,51814.78,2293080.23,4961052.55,4720193.14,33281.31,150688.01,56890.09,240859.41,0.05,157967.4,10,59217.56,15849.45,1843857.98,保守,55,3093932.98,0.026,0.068,9877,良,19,0.33,8,0,0.89,68.44,1479.99,4057.88,6193.01,1778.61,2552.36,154.7,309.65,2335.18,997.71,1043.68,652.24,1652.23,361.9,1742.54,337.42,116.57,708.74,464.55,3884.94,99.89,343.45,1406.24,1159.36,82.95,12.86
U000492,55,男,宁波,制造业工人,大专,丧偶,18543.94,6904.78,7792.19,33240.909999999996,29641.9,0.11,699969.6,2911361.2,114431.62,1361203.0,5086965.42,4591096.36,22700.64,286134.65,187033.77,495869.06000000006,0.1,109938.99,23,58105.31,27833.88,260667.21,平衡,60,1667107.7,0.014,0.105,16792,优,4,0.12,15,1,0.6,53.52,1131.18,478.37,668.68,326.08,444.87,1101.42,2255.21,214.06,1930.04,136.33,254.62,39.85,159.64,2621.9,647.06,85.04,3378.73,2221.48,1478.11,2850.76,261.53,1904.06,1231.92,2144.13,1676.82
U000493,35,女,合肥,程序员,硕士,离异,18566.42,8862.29,7215.47,34644.18,22265.36,0.36,277029.27,1624734.84,206170.57,389962.82,2497897.5,1409094.9,103201.31,796570.8,189030.49,1088802.6,0.44,21407.94,5,39159.28,26353.68,1655535.28,积极,55,1498266.08,0.046,0.077,8406,一般,7,0.15,1,11,0.94,56.36,307.81,88.22,2112.86,265.72,568.11,383.61,2485.69,315.28,1164.81,1494.23,441.96,367.08,1064.19,1885.78,1086.52,199.07,1693.66,378.86,663.37,1375.66,161.28,1185.9,700.6,1729.29,145.8
U000494,41,男,宁波,金融分析师,大专,丧偶,14204.86,11802.46,7783.8,33791.12,26154.87,0.23,202380.96,2572691.19,472885.08,753843.66,4001800.89,3523406.2,111088.39,205288.74,162017.56,478394.69,0.12,92349.18,0,16584.03,17924.61,1538313.75,激进,58,674286.76,0.011,0.115,9609,优,25,0.43,7,3,0.61,47.95,1922.87,20.87,127.93,5012.81,353.71,3988.93,216.65,481.57,1502.59,1152.65,935.39,811.37,1993.28,287.88,628.02,181.62,974.1,310.02,436.67,684.99,29.17,103.67,1244.93,602.3,2150.87
U000495,44,男,深圳,教师,大专,未婚,14436.83,16246.72,6701.94,37385.49,30801.18,0.18,109617.79,97542.57,359896.31,2922603.5,3489660.17,2658186.1,97193.92,695183.0,39097.15,831474.0700000001,0.24,8490.12,14,15249.97,1788.92,1425242.5,保守,65,858684.1,0.012,0.112,12430,差,11,0.88,8,15,0.51,82.07,5939.79,943.64,1430.15,337.45,716.89,2414.74,228.23,384.41,734.37,1551.6,587.2,3272.68,123.59,577.11,1537.42,319.08,1330.7,223.44,71.76,160.67,3312.12,999.48,1982.17,503.78,1118.68
U000496,34,男,宁波,市场营销,高中,未婚,15478.88,13527.32,4468.2,33474.399999999994,31857.72,0.05,381542.58,1339670.18,102280.95,1683773.58,3507267.29,1807514.5,39384.0,1499638.1,160730.69,1699752.79,0.48,155400.96,9,60386.98,24842.08,1838912.43,保守,69,4648861.63,0.052,0.113,10142,一般,13,0.76,5,11,0.71,64.1,3908.68,1846.59,1759.01,63.66,1070.12,844.02,3526.35,399.09,421.84,710.82,374.08,185.55,2612.76,1096.0,2650.42,2385.85,444.46,1064.37,116.55,3310.62,694.77,671.15,483.73,828.19,389.04
